city_departure,city_arrival,flight_no,scheduled_departure,scheduled_arrival,model,avg_amount
Москва,Санкт-Петербург,PG0169,2016-09-18 05:55:00+00:00,2016-09-18 14:45:00+00:00,Airbus A319-100,88704.000000000000
Москва,Санкт-Петербург,PG0169,2016-09-19 05:55:00+00:00,2016-09-19 14:45:00+00:00,Airbus A319-100,77353.846153846154
Москва,Санкт-Петербург,PG0169,2016-09-20 05:55:00+00:00,2016-09-20 14:45:00+00:00,Airbus A319-100,82476.923076923077
Москва,Санкт-Петербург,PG0169,2016-09-21 05:55:00+00:00,2016-09-21 14:45:00+00:00,Airbus A319-100,96688.888888888889
Москва,Санкт-Петербург,PG0169,2016-09-22 05:55:00+00:00,2016-09-22 14:45:00+00:00,Airbus A319-100,83787.096774193548
Москва,Санкт-Петербург,PG0169,2016-09-23 05:55:00+00:00,2016-09-23 14:45:00+00:00,Airbus A319-100,86100.000000000000
Москва,Санкт-Петербург,PG0169,2016-09-24 05:55:00+00:00,2016-09-24 14:45:00+00:00,Airbus A319-100,77756.756756756757
Москва,Санкт-Петербург,PG0169,2016-09-25 05:55:00+00:00,2016-09-25 14:45:00+00:00,Airbus A319-100,83910.000000000000
Москва,Санкт-Петербург,PG0169,2016-09-26 05:55:00+00:00,2016-09-26 14:45:00+00:00,Airbus A319-100,83415.000000000000
Москва,Санкт-Петербург,PG0169,2016-09-27 05:55:00+00:00,2016-09-27 14:45:00+00:00,Airbus A319-100,98321.052631578947
Москва,Санкт-Петербург,PG0169,2016-09-28 05:55:00+00:00,2016-09-28 14:45:00+00:00,Airbus A319-100,90621.428571428571
Москва,Санкт-Петербург,PG0169,2016-09-29 05:55:00+00:00,2016-09-29 14:45:00+00:00,Airbus A319-100,86100.000000000000
Москва,Санкт-Петербург,PG0169,2016-09-30 05:55:00+00:00,2016-09-30 14:45:00+00:00,Airbus A319-100,98628.571428571429
Москва,Санкт-Петербург,PG0169,2016-10-01 05:55:00+00:00,2016-10-01 14:45:00+00:00,Airbus A319-100,91633.333333333333
Москва,Санкт-Петербург,PG0169,2016-10-02 05:55:00+00:00,2016-10-02 14:45:00+00:00,Airbus A319-100,86025.000000000000
Москва,Санкт-Петербург,PG0169,2016-10-03 05:55:00+00:00,2016-10-03 14:45:00+00:00,Airbus A319-100,85646.511627906977
Москва,Санкт-Петербург,PG0169,2016-10-04 05:55:00+00:00,2016-10-04 14:45:00+00:00,Airbus A319-100,86092.682926829268
Москва,Санкт-Петербург,PG0169,2016-10-05 05:55:00+00:00,2016-10-05 14:45:00+00:00,Airbus A319-100,85063.636363636364
Москва,Санкт-Петербург,PG0169,2016-10-06 05:55:00+00:00,2016-10-06 14:45:00+00:00,Airbus A319-100,83415.000000000000
Москва,Санкт-Петербург,PG0169,2016-10-07 05:55:00+00:00,2016-10-07 14:45:00+00:00,Airbus A319-100,90084.210526315789
Москва,Санкт-Петербург,PG0169,2016-10-08 05:55:00+00:00,2016-10-08 14:45:00+00:00,Airbus A319-100,87381.818181818182
Москва,Санкт-Петербург,PG0169,2016-10-09 05:55:00+00:00,2016-10-09 14:45:00+00:00,Airbus A319-100,87473.076923076923
Москва,Санкт-Петербург,PG0169,2016-10-10 05:55:00+00:00,2016-10-10 14:45:00+00:00,Airbus A319-100,90968.181818181818
Москва,Санкт-Петербург,PG0169,2016-10-11 05:55:00+00:00,2016-10-11 14:45:00+00:00,Airbus A319-100,94092.307692307692
Москва,Санкт-Петербург,PG0169,2016-10-12 05:55:00+00:00,2016-10-12 14:45:00+00:00,Airbus A319-100,95400.000000000000
Москва,Санкт-Петербург,PG0169,2016-10-13 05:55:00+00:00,2016-10-13 14:45:00+00:00,Airbus A319-100,97719.230769230769
Москва,Санкт-Петербург,PG0169,2016-10-14 05:55:00+00:00,2016-10-14 14:45:00+00:00,Airbus A319-100,80968.421052631579
Москва,Санкт-Петербург,PG0169,2016-10-15 05:55:00+00:00,2016-10-15 14:45:00+00:00,Airbus A319-100,78709.090909090909
Москва,Санкт-Петербург,PG0169,2016-10-16 05:55:00+00:00,2016-10-16 14:45:00+00:00,Airbus A319-100,91511.111111111111
Москва,Санкт-Петербург,PG0169,2016-10-17 05:55:00+00:00,2016-10-17 14:45:00+00:00,Airbus A319-100,83165.853658536585
Москва,Санкт-Петербург,PG0169,2016-10-18 05:55:00+00:00,2016-10-18 14:45:00+00:00,Airbus A319-100,84913.636363636364
Москва,Санкт-Петербург,PG0169,2016-10-19 05:55:00+00:00,2016-10-19 14:45:00+00:00,Airbus A319-100,84956.756756756757
Москва,Санкт-Петербург,PG0169,2016-10-20 05:55:00+00:00,2016-10-20 14:45:00+00:00,Airbus A319-100,86910.000000000000
Москва,Санкт-Петербург,PG0169,2016-10-21 05:55:00+00:00,2016-10-21 14:45:00+00:00,Airbus A319-100,92866.666666666667
Москва,Санкт-Петербург,PG0169,2016-10-22 05:55:00+00:00,2016-10-22 14:45:00+00:00,Airbus A319-100,88764.179104477612
Москва,Санкт-Петербург,PG0169,2016-10-23 05:55:00+00:00,2016-10-23 14:45:00+00:00,Airbus A319-100,90235.294117647059
Москва,Санкт-Петербург,PG0169,2016-10-24 05:55:00+00:00,2016-10-24 14:45:00+00:00,Airbus A319-100,80968.421052631579
Москва,Санкт-Петербург,PG0169,2016-10-25 05:55:00+00:00,2016-10-25 14:45:00+00:00,Airbus A319-100,93386.666666666667
Москва,Санкт-Петербург,PG0169,2016-10-26 05:55:00+00:00,2016-10-26 14:45:00+00:00,Airbus A319-100,84913.636363636364
Москва,Санкт-Петербург,PG0169,2016-10-27 05:55:00+00:00,2016-10-27 14:45:00+00:00,Airbus A319-100,93019.354838709677
Москва,Санкт-Петербург,PG0169,2016-10-28 05:55:00+00:00,2016-10-28 14:45:00+00:00,Airbus A319-100,84015.384615384615
Москва,Санкт-Петербург,PG0169,2016-10-29 05:55:00+00:00,2016-10-29 14:45:00+00:00,Airbus A319-100,80261.538461538462
Москва,Санкт-Петербург,PG0169,2016-10-30 05:55:00+00:00,2016-10-30 14:45:00+00:00,Airbus A319-100,97592.307692307692
Москва,Санкт-Петербург,PG0169,2016-10-31 05:55:00+00:00,2016-10-31 14:45:00+00:00,Airbus A319-100,91781.250000000000
Москва,Санкт-Петербург,PG0169,2016-11-01 05:55:00+00:00,2016-11-01 14:45:00+00:00,Airbus A319-100,79916.129032258065
Москва,Санкт-Петербург,PG0169,2016-11-02 05:55:00+00:00,2016-11-02 14:45:00+00:00,Airbus A319-100,94230.000000000000
Москва,Санкт-Петербург,PG0169,2016-11-03 05:55:00+00:00,2016-11-03 14:45:00+00:00,Airbus A319-100,91418.181818181818
Москва,Санкт-Петербург,PG0169,2016-11-04 05:55:00+00:00,2016-11-04 14:45:00+00:00,Airbus A319-100,116550.000000000000
Москва,Санкт-Петербург,PG0169,2016-11-05 05:55:00+00:00,2016-11-05 14:45:00+00:00,Airbus A319-100,89166.666666666667
Москва,Санкт-Петербург,PG0169,2016-11-06 05:55:00+00:00,2016-11-06 14:45:00+00:00,Airbus A319-100,81400.000000000000
Москва,Санкт-Петербург,PG0169,2016-11-07 05:55:00+00:00,2016-11-07 14:45:00+00:00,Airbus A319-100,108092.307692307692
Москва,Санкт-Петербург,PG0169,2016-11-08 05:55:00+00:00,2016-11-08 14:45:00+00:00,Airbus A319-100,76114.285714285714
Москва,Санкт-Петербург,PG0169,2016-11-09 05:55:00+00:00,2016-11-09 14:45:00+00:00,Airbus A319-100,100725.000000000000
Москва,Санкт-Петербург,PG0169,2016-11-10 05:55:00+00:00,2016-11-10 14:45:00+00:00,Airbus A319-100,66600.000000000000
Москва,Санкт-Петербург,PG0169,2016-11-11 05:55:00+00:00,2016-11-11 14:45:00+00:00,Airbus A319-100,66600.000000000000
Москва,Санкт-Петербург,PG0172,2016-09-14 05:50:00+00:00,2016-09-14 07:45:00+00:00,Bombardier CRJ-200,13716.666666666667
Москва,Санкт-Петербург,PG0172,2016-09-18 05:50:00+00:00,2016-09-18 07:45:00+00:00,Bombardier CRJ-200,13572.222222222222
Москва,Санкт-Петербург,PG0172,2016-09-21 05:50:00+00:00,2016-09-21 07:45:00+00:00,Bombardier CRJ-200,13685.714285714286
Москва,Санкт-Петербург,PG0172,2016-09-25 05:50:00+00:00,2016-09-25 07:45:00+00:00,Bombardier CRJ-200,13644.444444444444
Москва,Санкт-Петербург,PG0172,2016-09-28 05:50:00+00:00,2016-09-28 07:45:00+00:00,Bombardier CRJ-200,13608.333333333333
Москва,Санкт-Петербург,PG0172,2016-10-02 05:50:00+00:00,2016-10-02 07:45:00+00:00,Bombardier CRJ-200,13716.666666666667
Москва,Санкт-Петербург,PG0172,2016-10-05 05:50:00+00:00,2016-10-05 07:45:00+00:00,Bombardier CRJ-200,13592.857142857143
Москва,Санкт-Петербург,PG0172,2016-10-09 05:50:00+00:00,2016-10-09 07:45:00+00:00,Bombardier CRJ-200,13500.000000000000
Москва,Санкт-Петербург,PG0172,2016-10-12 05:50:00+00:00,2016-10-12 07:45:00+00:00,Bombardier CRJ-200,13592.857142857143
Москва,Санкт-Петербург,PG0172,2016-10-16 05:50:00+00:00,2016-10-16 07:45:00+00:00,Bombardier CRJ-200,13652.941176470588
Москва,Санкт-Петербург,PG0172,2016-10-19 05:50:00+00:00,2016-10-19 07:45:00+00:00,Bombardier CRJ-200,13500.000000000000
Москва,Санкт-Петербург,PG0172,2016-10-23 05:50:00+00:00,2016-10-23 07:45:00+00:00,Bombardier CRJ-200,13572.222222222222
Москва,Санкт-Петербург,PG0172,2016-10-26 05:50:00+00:00,2016-10-26 07:45:00+00:00,Bombardier CRJ-200,13700.000000000000
Москва,Санкт-Петербург,PG0172,2016-10-30 05:50:00+00:00,2016-10-30 07:45:00+00:00,Bombardier CRJ-200,13500.000000000000
Москва,Санкт-Петербург,PG0172,2016-11-02 05:50:00+00:00,2016-11-02 07:45:00+00:00,Bombardier CRJ-200,13500.000000000000
Москва,Санкт-Петербург,PG0172,2016-11-06 05:50:00+00:00,2016-11-06 07:45:00+00:00,Bombardier CRJ-200,13500.0000000000000000
Москва,Санкт-Петербург,PG0173,2016-09-19 10:20:00+00:00,2016-09-19 12:15:00+00:00,Bombardier CRJ-200,13500.0000000000000000
Москва,Санкт-Петербург,PG0173,2016-09-23 10:20:00+00:00,2016-09-23 12:15:00+00:00,Bombardier CRJ-200,13716.666666666667
Москва,Санкт-Петербург,PG0173,2016-09-26 10:20:00+00:00,2016-09-26 12:15:00+00:00,Bombardier CRJ-200,13652.941176470588
Москва,Санкт-Петербург,PG0173,2016-09-30 10:20:00+00:00,2016-09-30 12:15:00+00:00,Bombardier CRJ-200,13673.333333333333
Москва,Санкт-Петербург,PG0173,2016-10-03 10:20:00+00:00,2016-10-03 12:15:00+00:00,Bombardier CRJ-200,13586.666666666667
Москва,Санкт-Петербург,PG0173,2016-10-07 10:20:00+00:00,2016-10-07 12:15:00+00:00,Bombardier CRJ-200,13592.857142857143
Москва,Санкт-Петербург,PG0173,2016-10-10 10:20:00+00:00,2016-10-10 12:15:00+00:00,Bombardier CRJ-200,13608.333333333333
Москва,Санкт-Петербург,PG0173,2016-10-14 10:20:00+00:00,2016-10-14 12:15:00+00:00,Bombardier CRJ-200,13613.043478260870
Москва,Санкт-Петербург,PG0173,2016-10-17 10:20:00+00:00,2016-10-17 12:15:00+00:00,Bombardier CRJ-200,13586.666666666667
Москва,Санкт-Петербург,PG0173,2016-10-21 10:20:00+00:00,2016-10-21 12:15:00+00:00,Bombardier CRJ-200,13636.842105263158
Москва,Санкт-Петербург,PG0173,2016-10-24 10:20:00+00:00,2016-10-24 12:15:00+00:00,Bombardier CRJ-200,13685.714285714286
Москва,Санкт-Петербург,PG0173,2016-10-28 10:20:00+00:00,2016-10-28 12:15:00+00:00,Bombardier CRJ-200,13561.904761904762
Москва,Санкт-Петербург,PG0173,2016-10-31 10:20:00+00:00,2016-10-31 12:15:00+00:00,Bombardier CRJ-200,13644.444444444444
Москва,Санкт-Петербург,PG0173,2016-11-04 10:20:00+00:00,2016-11-04 12:15:00+00:00,Bombardier CRJ-200,13568.421052631579
Москва,Санкт-Петербург,PG0173,2016-11-07 10:20:00+00:00,2016-11-07 12:15:00+00:00,Bombardier CRJ-200,13608.333333333333
Москва,Санкт-Петербург,PG0174,2016-09-13 12:25:00+00:00,2016-09-13 13:40:00+00:00,Sukhoi SuperJet-100,11540.677966101695
Москва,Санкт-Петербург,PG0174,2016-09-14 12:25:00+00:00,2016-09-14 13:40:00+00:00,Sukhoi SuperJet-100,11525.423728813559
Москва,Санкт-Петербург,PG0174,2016-09-15 12:25:00+00:00,2016-09-15 13:40:00+00:00,Sukhoi SuperJet-100,11310.526315789474
Москва,Санкт-Петербург,PG0174,2016-09-16 12:25:00+00:00,2016-09-16 13:40:00+00:00,Sukhoi SuperJet-100,12152.542372881356
Москва,Санкт-Петербург,PG0174,2016-09-17 12:25:00+00:00,2016-09-17 13:40:00+00:00,Sukhoi SuperJet-100,12520.689655172414
Москва,Санкт-Петербург,PG0174,2016-09-18 12:25:00+00:00,2016-09-18 13:40:00+00:00,Sukhoi SuperJet-100,12073.770491803279
Москва,Санкт-Петербург,PG0174,2016-09-19 12:25:00+00:00,2016-09-19 13:40:00+00:00,Sukhoi SuperJet-100,10557.377049180328
Москва,Санкт-Петербург,PG0174,2016-09-20 12:25:00+00:00,2016-09-20 13:40:00+00:00,Sukhoi SuperJet-100,11316.666666666667
Москва,Санкт-Петербург,PG0174,2016-09-21 12:25:00+00:00,2016-09-21 13:40:00+00:00,Sukhoi SuperJet-100,11389.041095890411
Москва,Санкт-Петербург,PG0174,2016-09-22 12:25:00+00:00,2016-09-22 13:40:00+00:00,Sukhoi SuperJet-100,11729.487179487179
Москва,Санкт-Петербург,PG0174,2016-09-23 12:25:00+00:00,2016-09-23 13:40:00+00:00,Sukhoi SuperJet-100,11086.666666666667
Москва,Санкт-Петербург,PG0174,2016-09-24 12:25:00+00:00,2016-09-24 13:40:00+00:00,Sukhoi SuperJet-100,11690.804597701149
Москва,Санкт-Петербург,PG0174,2016-09-25 12:25:00+00:00,2016-09-25 13:40:00+00:00,Sukhoi SuperJet-100,11663.636363636364
Москва,Санкт-Петербург,PG0174,2016-09-26 12:25:00+00:00,2016-09-26 13:40:00+00:00,Sukhoi SuperJet-100,11575.824175824176
Москва,Санкт-Петербург,PG0174,2016-09-27 12:25:00+00:00,2016-09-27 13:40:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0174,2016-09-28 12:25:00+00:00,2016-09-28 13:40:00+00:00,Sukhoi SuperJet-100,11659.375000000000
Москва,Санкт-Петербург,PG0174,2016-09-29 12:25:00+00:00,2016-09-29 13:40:00+00:00,Sukhoi SuperJet-100,11512.765957446809
Москва,Санкт-Петербург,PG0174,2016-09-30 12:25:00+00:00,2016-09-30 13:40:00+00:00,Sukhoi SuperJet-100,11709.574468085106
Москва,Санкт-Петербург,PG0174,2016-10-01 12:25:00+00:00,2016-10-01 13:40:00+00:00,Sukhoi SuperJet-100,11512.765957446809
Москва,Санкт-Петербург,PG0174,2016-10-02 12:25:00+00:00,2016-10-02 13:40:00+00:00,Sukhoi SuperJet-100,11761.956521739130
Москва,Санкт-Петербург,PG0174,2016-10-03 12:25:00+00:00,2016-10-03 13:40:00+00:00,Sukhoi SuperJet-100,11659.375000000000
Москва,Санкт-Петербург,PG0174,2016-10-04 12:25:00+00:00,2016-10-04 13:40:00+00:00,Sukhoi SuperJet-100,11337.634408602151
Москва,Санкт-Петербург,PG0174,2016-10-05 12:25:00+00:00,2016-10-05 13:40:00+00:00,Sukhoi SuperJet-100,11752.173913043478
Москва,Санкт-Петербург,PG0174,2016-10-06 12:25:00+00:00,2016-10-06 13:40:00+00:00,Sukhoi SuperJet-100,11429.213483146067
Москва,Санкт-Петербург,PG0174,2016-10-07 12:25:00+00:00,2016-10-07 13:40:00+00:00,Sukhoi SuperJet-100,11684.210526315789
Москва,Санкт-Петербург,PG0174,2016-10-08 12:25:00+00:00,2016-10-08 13:40:00+00:00,Sukhoi SuperJet-100,11709.574468085106
Москва,Санкт-Петербург,PG0174,2016-10-09 12:25:00+00:00,2016-10-09 13:40:00+00:00,Sukhoi SuperJet-100,11611.111111111111
Москва,Санкт-Петербург,PG0174,2016-10-10 12:25:00+00:00,2016-10-10 13:40:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0174,2016-10-11 12:25:00+00:00,2016-10-11 13:40:00+00:00,Sukhoi SuperJet-100,11856.790123456790
Москва,Санкт-Петербург,PG0174,2016-10-12 12:25:00+00:00,2016-10-12 13:40:00+00:00,Sukhoi SuperJet-100,11816.666666666667
Москва,Санкт-Петербург,PG0174,2016-10-13 12:25:00+00:00,2016-10-13 13:40:00+00:00,Sukhoi SuperJet-100,11684.210526315789
Москва,Санкт-Петербург,PG0174,2016-10-14 12:25:00+00:00,2016-10-14 13:40:00+00:00,Sukhoi SuperJet-100,11315.957446808511
Москва,Санкт-Петербург,PG0174,2016-10-15 12:25:00+00:00,2016-10-15 13:40:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0174,2016-10-16 12:25:00+00:00,2016-10-16 13:40:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0174,2016-10-17 12:25:00+00:00,2016-10-17 13:40:00+00:00,Sukhoi SuperJet-100,11419.101123595506
Москва,Санкт-Петербург,PG0174,2016-10-18 12:25:00+00:00,2016-10-18 13:40:00+00:00,Sukhoi SuperJet-100,11466.666666666667
Москва,Санкт-Петербург,PG0174,2016-10-19 12:25:00+00:00,2016-10-19 13:40:00+00:00,Sukhoi SuperJet-100,11806.024096385542
Москва,Санкт-Петербург,PG0174,2016-10-20 12:25:00+00:00,2016-10-20 13:40:00+00:00,Sukhoi SuperJet-100,11512.765957446809
Москва,Санкт-Петербург,PG0174,2016-10-21 12:25:00+00:00,2016-10-21 13:40:00+00:00,Sukhoi SuperJet-100,11419.101123595506
Москва,Санкт-Петербург,PG0174,2016-10-22 12:25:00+00:00,2016-10-22 13:40:00+00:00,Sukhoi SuperJet-100,11585.714285714286
Москва,Санкт-Петербург,PG0174,2016-10-23 12:25:00+00:00,2016-10-23 13:40:00+00:00,Sukhoi SuperJet-100,11663.636363636364
Москва,Санкт-Петербург,PG0174,2016-10-24 12:25:00+00:00,2016-10-24 13:40:00+00:00,Sukhoi SuperJet-100,11684.210526315789
Москва,Санкт-Петербург,PG0174,2016-10-25 12:25:00+00:00,2016-10-25 13:40:00+00:00,Sukhoi SuperJet-100,11585.714285714286
Москва,Санкт-Петербург,PG0174,2016-10-26 12:25:00+00:00,2016-10-26 13:40:00+00:00,Sukhoi SuperJet-100,11659.375000000000
Москва,Санкт-Петербург,PG0174,2016-10-27 12:25:00+00:00,2016-10-27 13:40:00+00:00,Sukhoi SuperJet-100,11816.666666666667
Москва,Санкт-Петербург,PG0174,2016-10-28 12:25:00+00:00,2016-10-28 13:40:00+00:00,Sukhoi SuperJet-100,11747.058823529412
Москва,Санкт-Петербург,PG0174,2016-10-29 12:25:00+00:00,2016-10-29 13:40:00+00:00,Sukhoi SuperJet-100,11464.556962025316
Москва,Санкт-Петербург,PG0174,2016-10-30 12:25:00+00:00,2016-10-30 13:40:00+00:00,Sukhoi SuperJet-100,11930.985915492958
Москва,Санкт-Петербург,PG0174,2016-10-31 12:25:00+00:00,2016-10-31 13:40:00+00:00,Sukhoi SuperJet-100,11355.555555555556
Москва,Санкт-Петербург,PG0174,2016-11-01 12:25:00+00:00,2016-11-01 13:40:00+00:00,Sukhoi SuperJet-100,12468.085106382979
Москва,Санкт-Петербург,PG0174,2016-11-02 12:25:00+00:00,2016-11-02 13:40:00+00:00,Sukhoi SuperJet-100,11621.951219512195
Москва,Санкт-Петербург,PG0174,2016-11-03 12:25:00+00:00,2016-11-03 13:40:00+00:00,Sukhoi SuperJet-100,13404.878048780488
Москва,Санкт-Петербург,PG0174,2016-11-04 12:25:00+00:00,2016-11-04 13:40:00+00:00,Sukhoi SuperJet-100,11372.972972972973
Москва,Санкт-Петербург,PG0174,2016-11-05 12:25:00+00:00,2016-11-05 13:40:00+00:00,Sukhoi SuperJet-100,12383.333333333333
Москва,Санкт-Петербург,PG0174,2016-11-06 12:25:00+00:00,2016-11-06 13:40:00+00:00,Sukhoi SuperJet-100,12020.000000000000
Москва,Санкт-Петербург,PG0174,2016-11-07 12:25:00+00:00,2016-11-07 13:40:00+00:00,Sukhoi SuperJet-100,11195.000000000000
Москва,Санкт-Петербург,PG0174,2016-11-08 12:25:00+00:00,2016-11-08 13:40:00+00:00,Sukhoi SuperJet-100,10792.307692307692
Москва,Санкт-Петербург,PG0174,2016-11-09 12:25:00+00:00,2016-11-09 13:40:00+00:00,Sukhoi SuperJet-100,11612.500000000000
Москва,Санкт-Петербург,PG0174,2016-11-10 12:25:00+00:00,2016-11-10 13:40:00+00:00,Sukhoi SuperJet-100,13000.000000000000
Москва,Санкт-Петербург,PG0174,2016-11-11 12:25:00+00:00,2016-11-11 13:40:00+00:00,Sukhoi SuperJet-100,13925.000000000000
Москва,Санкт-Петербург,PG0174,2016-11-12 12:25:00+00:00,2016-11-12 13:40:00+00:00,Sukhoi SuperJet-100,12383.333333333333
Москва,Санкт-Петербург,PG0175,2016-09-13 12:30:00+00:00,2016-09-13 13:45:00+00:00,Sukhoi SuperJet-100,10593.3333333333333333
Москва,Санкт-Петербург,PG0175,2016-09-14 12:30:00+00:00,2016-09-14 13:45:00+00:00,Sukhoi SuperJet-100,11640.625000000000
Москва,Санкт-Петербург,PG0175,2016-09-15 12:30:00+00:00,2016-09-15 13:45:00+00:00,Sukhoi SuperJet-100,13030.000000000000
Москва,Санкт-Петербург,PG0175,2016-09-16 12:30:00+00:00,2016-09-16 13:45:00+00:00,Sukhoi SuperJet-100,11640.625000000000
Москва,Санкт-Петербург,PG0175,2016-09-17 12:30:00+00:00,2016-09-17 13:45:00+00:00,Sukhoi SuperJet-100,11271.052631578947
Москва,Санкт-Петербург,PG0175,2016-09-18 12:30:00+00:00,2016-09-18 13:45:00+00:00,Sukhoi SuperJet-100,12404.761904761905
Москва,Санкт-Петербург,PG0175,2016-09-19 12:30:00+00:00,2016-09-19 13:45:00+00:00,Sukhoi SuperJet-100,11600.000000000000
Москва,Санкт-Петербург,PG0175,2016-09-20 12:30:00+00:00,2016-09-20 13:45:00+00:00,Sukhoi SuperJet-100,12219.607843137255
Москва,Санкт-Петербург,PG0175,2016-09-21 12:30:00+00:00,2016-09-21 13:45:00+00:00,Sukhoi SuperJet-100,11838.983050847458
Москва,Санкт-Петербург,PG0175,2016-09-22 12:30:00+00:00,2016-09-22 13:45:00+00:00,Sukhoi SuperJet-100,12120.000000000000
Москва,Санкт-Петербург,PG0175,2016-09-23 12:30:00+00:00,2016-09-23 13:45:00+00:00,Sukhoi SuperJet-100,11516.176470588235
Москва,Санкт-Петербург,PG0175,2016-09-24 12:30:00+00:00,2016-09-24 13:45:00+00:00,Sukhoi SuperJet-100,12332.352941176471
Москва,Санкт-Петербург,PG0175,2016-09-25 12:30:00+00:00,2016-09-25 13:45:00+00:00,Sukhoi SuperJet-100,11932.911392405063
Москва,Санкт-Петербург,PG0175,2016-09-26 12:30:00+00:00,2016-09-26 13:45:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0175,2016-09-27 12:30:00+00:00,2016-09-27 13:45:00+00:00,Sukhoi SuperJet-100,11674.736842105263
Москва,Санкт-Петербург,PG0175,2016-09-28 12:30:00+00:00,2016-09-28 13:45:00+00:00,Sukhoi SuperJet-100,11626.966292134831
Москва,Санкт-Петербург,PG0175,2016-09-29 12:30:00+00:00,2016-09-29 13:45:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0175,2016-09-30 12:30:00+00:00,2016-09-30 13:45:00+00:00,Sukhoi SuperJet-100,11074.666666666667
Москва,Санкт-Петербург,PG0175,2016-10-01 12:30:00+00:00,2016-10-01 13:45:00+00:00,Sukhoi SuperJet-100,11795.180722891566
Москва,Санкт-Петербург,PG0175,2016-10-02 12:30:00+00:00,2016-10-02 13:45:00+00:00,Sukhoi SuperJet-100,11560.869565217391
Москва,Санкт-Петербург,PG0175,2016-10-03 12:30:00+00:00,2016-10-03 13:45:00+00:00,Sukhoi SuperJet-100,11816.666666666667
Москва,Санкт-Петербург,PG0175,2016-10-04 12:30:00+00:00,2016-10-04 13:45:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0175,2016-10-05 12:30:00+00:00,2016-10-05 13:45:00+00:00,Sukhoi SuperJet-100,11684.210526315789
Москва,Санкт-Петербург,PG0175,2016-10-06 12:30:00+00:00,2016-10-06 13:45:00+00:00,Sukhoi SuperJet-100,11964.705882352941
Москва,Санкт-Петербург,PG0175,2016-10-07 12:30:00+00:00,2016-10-07 13:45:00+00:00,Sukhoi SuperJet-100,11659.375000000000
Москва,Санкт-Петербург,PG0175,2016-10-08 12:30:00+00:00,2016-10-08 13:45:00+00:00,Sukhoi SuperJet-100,11761.956521739130
Москва,Санкт-Петербург,PG0175,2016-10-09 12:30:00+00:00,2016-10-09 13:45:00+00:00,Sukhoi SuperJet-100,11653.409090909091
Москва,Санкт-Петербург,PG0175,2016-10-10 12:30:00+00:00,2016-10-10 13:45:00+00:00,Sukhoi SuperJet-100,12163.888888888889
Москва,Санкт-Петербург,PG0175,2016-10-11 12:30:00+00:00,2016-10-11 13:45:00+00:00,Sukhoi SuperJet-100,11659.375000000000
Москва,Санкт-Петербург,PG0175,2016-10-12 12:30:00+00:00,2016-10-12 13:45:00+00:00,Sukhoi SuperJet-100,10984.444444444444
Москва,Санкт-Петербург,PG0175,2016-10-13 12:30:00+00:00,2016-10-13 13:45:00+00:00,Sukhoi SuperJet-100,11659.375000000000
Москва,Санкт-Петербург,PG0175,2016-10-14 12:30:00+00:00,2016-10-14 13:45:00+00:00,Sukhoi SuperJet-100,11761.956521739130
Москва,Санкт-Петербург,PG0175,2016-10-15 12:30:00+00:00,2016-10-15 13:45:00+00:00,Sukhoi SuperJet-100,10996.202531645570
Москва,Санкт-Петербург,PG0175,2016-10-16 12:30:00+00:00,2016-10-16 13:45:00+00:00,Sukhoi SuperJet-100,11806.666666666667
Москва,Санкт-Петербург,PG0175,2016-10-17 12:30:00+00:00,2016-10-17 13:45:00+00:00,Sukhoi SuperJet-100,11560.869565217391
Москва,Санкт-Петербург,PG0175,2016-10-18 12:30:00+00:00,2016-10-18 13:45:00+00:00,Sukhoi SuperJet-100,11684.210526315789
Москва,Санкт-Петербург,PG0175,2016-10-19 12:30:00+00:00,2016-10-19 13:45:00+00:00,Sukhoi SuperJet-100,11560.869565217391
Москва,Санкт-Петербург,PG0175,2016-10-20 12:30:00+00:00,2016-10-20 13:45:00+00:00,Sukhoi SuperJet-100,11816.666666666667
Москва,Санкт-Петербург,PG0175,2016-10-21 12:30:00+00:00,2016-10-21 13:45:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0175,2016-10-22 12:30:00+00:00,2016-10-22 13:45:00+00:00,Sukhoi SuperJet-100,11659.375000000000
Москва,Санкт-Петербург,PG0175,2016-10-23 12:30:00+00:00,2016-10-23 13:45:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0175,2016-10-24 12:30:00+00:00,2016-10-24 13:45:00+00:00,Sukhoi SuperJet-100,11635.051546391753
Москва,Санкт-Петербург,PG0175,2016-10-25 12:30:00+00:00,2016-10-25 13:45:00+00:00,Sukhoi SuperJet-100,11659.375000000000
